Payment Amount,Budget Period,Agency,Payee
2025838.56,2020,Department of Human Services,CAREMARK INC
1684387.24,2020,Department of Human Services,CAREMATE HOME HEALTH CARE INC
599354.58,2020,Department of Human Services,CAREPLUS HEALTH SYSTEMS LLC
285510.15,2020,Department of Human Services,CAREPOINT HOME HEALTH LLC
49565.81,2020,Department of Human Services,CARESERVICES LLC
460555.48,2020,Department of Human Services,CARESPOT SOLUTIONS LLC
77762.2,2020,Department of Human Services,CAREVIEW HEALTH SERVICES LLC
2701300.85,2020,Department of Human Services,CAREVIEW HOME HEALTH
7601338.05,2020,Department of Human Services,CAREVIEW HOME INC
19832.05,2020,Department of Human Services,CAREZONE PHARMACY LLC
12391.29,2020,Department of Human Services,CARGILL DEICING TECHNOLOGY
4849.9,2020,Department of Human Services,CARGILL HEATHER PSYD LP
378226.06,2020,Department of Human Services,CARING COMPANIONS HOME CARE INC
700748.75,2020,Department of Human Services,CARING CREW LLC THE
35072.89,2020,Department of Human Services,CARING FOR ADULTS
141270.74,2020,Department of Human Services,CARING HANDS HOME CARE INC
1935461.5,2020,Department of Human Services,CARING HEART HOME HEALTHCARE LLC
79295.6,2020,Department of Human Services,CARING HEARTS RESIDENTIAL
1480.18,2020,Department of Human Services,CARING HOME HEALTH CARE LLC
143992.39,2020,Department of Human Services,CARING HOME HEALTH CARE SERV
118789.8,2020,Department of Human Services,CARING LLC
342480.69,2020,Department of Human Services,CARING MEDICAL DISTRIBUTORS INC
2517492.38,2020,Department of Human Services,CARING NURSES LLC
3847185.47,2020,Department of Human Services,CARING PROFESSIONAL HOMECARE
1208512.58,2020,Department of Human Services,CARING SISTERS HOME CARE SERV
44233.57,2020,Department of Human Services,CARINGHANDS ADULT DAY CTR
1598898.95,2020,Department of Human Services,CARINGHANDS HOME HEALTH CARE INC
2425.86,2020,Department of Human Services,CARL P MALMQUIST MD PA
105432.29,2020,Department of Human Services,CARLETON COLLEGE             B
411637.2,2020,Department of Human Services,CARLSEN RONALD F
220311.19,2020,Department of Human Services,CARLSON ADULT FOSTER CARE
2184.89,2020,Department of Human Services,CARLSON CHIROPRACTIC CORP
2018.6,2020,Department of Human Services,CARLSON CHIROPRACTIC GROUP
272750.66,2020,Department of Human Services,CARLSON DRAKE HOUSE
68925.48,2020,Department of Human Services,CARLSON DRUG INC
4611,2020,Department of Human Services,CARLSON ELIZABETH PHD LP
10000,2020,Department of Human Services,CARLSON HEIDI
177437.68,2020,Department of Human Services,CARLSON HOME OF AUSTIN INC
721.98,2020,Department of Human Services,CARLSON PETER NICHOLAS
14009.79,2020,Department of Human Services,CARLSON SHERIE PHD LP PLLC
35330.09,2020,Department of Human Services,CARLSON TILLISCH EYE CLINIC
50258.25,2020,Department of Human Services,CARLTON CITY OF
773395,2020,Department of Human Services,CARLTON COOK LAKE ST LOUIS CHB
9246564.56,2020,Department of Human Services,CARLTON COUNTY
767.44,2020,Department of Human Services,CARLTON COUNTY DISPOSAL CO
1450,2020,Department of Human Services,CARLTON COUNTY SHERIFF DEPARTMENT
3196.57,2020,Department of Human Services,CARLYN BECKER THERAPY SERVICES
25000,2020,Department of Human Services,CARMEN ROBLES & ASSOCIATES LLC
91.64,2020,Department of Human Services,CARNEGIE HILDE LESLIE
170,2020,Department of Human Services,CARONDELET LIFECARE MINISTRIES
770957.95,2020,Department of Human Services,CARONDELET VILLAGE CARE CENTER
2735.94,2020,Department of Human Services,CARONDELET VILLAGE INC
120,2020,Department of Human Services,CARPENTERS FED CREDIT UNION
5000,2020,Department of Human Services,CARR EDIE
69.31,2020,Department of Human Services,CARR THERESA MARIE CNS
7318.63,2020,Department of Human Services,CARRIAGE HOUSE SENIOR LIVING
1003.56,2020,Department of Human Services,CARROLL FRANCK & ASSOC
12.5,2020,Department of Human Services,CARTER DARCY
14213369.64,2020,Department of Human Services,CARVER COUNTY                F
138,2020,Department of Human Services,CARVER COUNTY                R
76750,2020,Department of Human Services,CARVER COUNTY HEALTH & HUMAN SERVICES
20102.4,2020,Department of Human Services,CASABLANCA HEALTHCARE SERVICES LLC
408491.95,2020,Department of Human Services,CASCADE CARE SERVICES INC
1505,2020,Department of Human Services,CASE MANAGEMENT SERVICE LLC
650,2020,Department of Human Services,CASE MANAGEMENT SOCIETY OF AMERICA MN C
98772.49,2020,Department of Human Services,CASEY DRUG INC
349421.82,2020,Department of Human Services,CASH TAMMY L
31735.81,2020,Department of Human Services,CASHMAN CENTER
108754.12,2020,Department of Human Services,CASS COUNTY PUBLIC HEALTH
2801425.4,2020,Department of Human Services,CASS COUNTY SOCIAL SERVICES
4691002.03,2020,Department of Human Services,CASS COUNTY TREASURER
64192.69,2020,Department of Human Services,CASS LAKE DIALYSIS FACILITY
10901271.29,2020,Department of Human Services,CASS LAKE INDIAN HOSPITAL
52.58,2020,Department of Human Services,CASSELTON AMBULANCE SERVICE
1966.66,2020,Department of Human Services,CASSIES INC
2724574.74,2020,Department of Human Services,CASTLE RIDGE CARE CENTER INC
235,2020,Department of Human Services,CASTLE ROCK BANK
56605,2020,Department of Human Services,CASTLEVIEW APARTMENTS
46484.19,2020,Department of Human Services,CATALYST MENTAL HEALTH LLC
30990652.51,2020,Department of Human Services,CATHOLIC CHARITIES
4952540.57,2020,Department of Human Services,CATHOLIC CHARITIES           M
167676,2020,Department of Human Services,CATHOLIC CHARITIES           S
167445.41,2020,Department of Human Services,CATHOLIC CHARITIES           W
35000,2020,Department of Human Services,CATHOLIC CHARITIES OF ST PAUL AND MPLS
5110427.78,2020,Department of Human Services,CATHOLIC CHARITIES OF THE DIOC
872.5,2020,Department of Human Services,CATHOLIC CHURCH OF DIVINE MERCY OF F
9400097.42,2020,Department of Human Services,CATHOLIC ELDERCARE
1424.5,2020,Department of Human Services,CATURIA SANDRA J
58.02,2020,Department of Human Services,CAVALIER COUNTY MEMORIAL HOSPITAL
255,2020,Department of Human Services,CB & SONS ELEC INC
1600,2020,Department of Human Services,CBT DIRECT
13064,2020,Department of Human Services,CCH INC
1408115.9,2020,Department of Human Services,CCM HEALTH
14186653.08,2020,Department of Human Services,CCRI INC
30105.51,2020,Department of Human Services,CCS MEDICAL
9799,2020,Department of Human Services,CDW GOVERNMENT LLC
413.21,2020,Department of Human Services,CECILS DELICATESSEN
239605.89,2020,Department of Human Services,CEDAR BRANCH DAC INC
699.24,2020,Department of Human Services,CEDAR CHIROPRACTIC
278341.08,2020,Department of Human Services,CEDAR COVE ASSISTED LIVING
489592.66,2020,Department of Human Services,CEDAR CREST ESTATES INC
53042.2,2020,Department of Human Services,CEDAR HOME CARE LLC
1707214.52,2020,Department of Human Services,CEDAR HOME HEALTH CARE INC
390757.8,2020,Department of Human Services,CEDAR HOME HEALTH SERVICES INC
1850579.92,2020,Department of Human Services,CEDAR HOUSE INC
4144.63,2020,Department of Human Services,CEDAR LAKES CASINO & HOTEL
2755.32,2020,Department of Human Services,CEDAR RIDGE DENTAL CENTRE
1357553.08,2020,Department of Human Services,CEDAR RIDGE INC
14112.11,2020,Department of Human Services,CEDAR RIVER COUNSELING &
7806.83,2020,Department of Human Services,CEDAR RIVERSIDE DENTAL CLINIC
2840581.12,2020,Department of Human Services,CEDAR RIVERSIDE PEOPLES CENTER
4985520.94,2020,Department of Human Services,CEDAR VALLEY SERVICES AUSTIN DIV
319392.11,2020,Department of Human Services,CEDARS OF AUSTIN THE
65681.19,2020,Department of Human Services,CEDERSTROM PROPERTIES LLP
676339,2020,Department of Human Services,CELL PRESS JOURNALS
3989,2020,Department of Human Services,CELLEBRITE USA CORP
15,2020,Department of Human Services,CENBANK
4497682.59,2020,Department of Human Services,CENNEIDIGH INC
115.31,2020,Department of Human Services,CENTENNIAL EYE CARE
492191.52,2020,Department of Human Services,CENTENNIAL HOUSE OF APPLE VALLEY
2492259.53,2020,Department of Human Services,CENTER ALCOHOL & DRUG
120735.42,2020,Department of Human Services,CENTER CHILD ABUSE PREVENTION
1241091.36,2020,Department of Human Services,CENTER CITY HOUSING CORP
629.86,2020,Department of Human Services,CENTER FOR CHIROPRACTIC
28771.74,2020,Department of Human Services,CENTER FOR COLLABORATIVE HEALTH
707.99,2020,Department of Human Services,CENTER FOR FAMILY CHIRO CARE
71120.64,2020,Department of Human Services,CENTER FOR FAMILY COUNSELING
254208.19,2020,Department of Human Services,CENTER FOR HUMAN ENVIROMENT
20285770.5,2020,Department of Human Services,CENTER FOR MEDICARE &
94976.18,2020,Department of Human Services,CENTER FOR PAIN MANAGEMENT
5976.47,2020,Department of Human Services,CENTER FOR PELVIC FLOOR DISORD
5456.8,2020,Department of Human Services,CENTER FOR PSYCHIATRIC CARE PC
304746.9,2020,Department of Human Services,CENTER FOR SPEECH LANGUAGE &
27000,2020,Department of Human Services,CENTER FOR THE HEALTH
922962.13,2020,Department of Human Services,CENTER FOR VICTIMS OF TORTURE
600,2020,Department of Human Services,CENTER NATIONAL BANK
15166.87,2020,Department of Human Services,CENTERLIFE COUNSELING LLC
607908.42,2020,Department of Human Services,CENTERPOINT ENERGY MINNEGASCO
144197554.29,2020,Department of Human Services,CENTERS FOR MEDICARE & MEDICAID
27353.45,2020,Department of Human Services,CENTRA CARE CLINIC ALBANY
521.23,2020,Department of Human Services,CENTRA SOTA COOP             W
867793.47,2020,Department of Human Services,CENTRACARE
55652.19,2020,Department of Human Services,CENTRACARE ADULT & PEDIATRIC UROLOGY
33503.66,2020,Department of Human Services,CENTRACARE CLINIC
97586.97,2020,Department of Human Services,CENTRACARE CLINIC ANESTHESIA
51.3,2020,Department of Human Services,CENTRACARE CLINIC BECKER
7488.11,2020,Department of Human Services,CENTRACARE CLINIC CLEARWATER
9293.55,2020,Department of Human Services,CENTRACARE CLINIC COLD SPRING
166415.96,2020,Department of Human Services,CENTRACARE CLINIC LITTLE FALLS
1343082.13,2020,Department of Human Services,CENTRACARE CLINIC MELROSE
186900.09,2020,Department of Human Services,CENTRACARE CLINIC SCMG NORTHWEST CLINIC
737.47,2020,Department of Human Services,CENTRACARE CLINIC ST CLOUD
2466671.46,2020,Department of Human Services,CENTRACARE CLINIC ST CLOUD   R
386,2020,Department of Human Services,CENTRACARE CLINIC ST CLOUD   W
43710.65,2020,Department of Human Services,CENTRACARE EYE CLINIC
200039.09,2020,Department of Human Services,CENTRACARE FAMILY HEALTH CENTER
1715278.58,2020,Department of Human Services,CENTRACARE HEALTH
5206181.38,2020,Department of Human Services,CENTRACARE HEALTH  MONTICELLO
3308790.86,2020,Department of Human Services,CENTRACARE HEALTH  PAYNESVILLE LLC
6176411.08,2020,Department of Human Services,CENTRACARE HEALTH SYSTEM SAUK CENTRE
22836.91,2020,Department of Human Services,CENTRACARE HEALTH SYSTEMS LONG PRAIRIE
419277.26,2020,Department of Human Services,CENTRACARE LABORATORY SERVICES
5555860.26,2020,Department of Human Services,CENTRACARE LONG PRAIRIE
916398.41,2020,Department of Human Services,CENTRACARE PHARMACY SRVCS INC
49.01,2020,Department of Human Services,CENTRACARE QUICK CLINIC ST JOHNS
1133474.07,2020,Department of Human Services,CENTRACARE REDWOOD
8842.81,2020,Department of Human Services,CENTRACARE SLEEP CENTER
160550.59,2020,Department of Human Services,CENTRACARE SOUTHWAY CLINIC
95045.18,2020,Department of Human Services,CENTRACARE SURGERY CENTER LLC
8056994.76,2020,Department of Human Services,CENTRACARE WILLMAR
38717.01,2020,Department of Human Services,CENTRACARE WOUND CENTER
7813743.98,2020,Department of Human Services,CENTRAL BILLING OFFICE   U OF M
32333.44,2020,Department of Human Services,CENTRAL COMMUNITY TRANSIT JOINT POWERS B
543,2020,Department of Human Services,CENTRAL HANNA EMPLOYEES CREDIT UNION
875462.72,2020,Department of Human Services,CENTRAL HEALTH CARE INC
170145.1,2020,Department of Human Services,CENTRAL HOME HEALTH CARE LLC
423414.1,2020,Department of Human Services,CENTRAL HOME HEALTHCARE INC.
3083.56,2020,Department of Human Services,CENTRAL LAKES CHIROPRACTIC
4047,2020,Department of Human Services,CENTRAL LAKES RESTAURANT
380.75,2020,Department of Human Services,CENTRAL MEDICAL CLINIC
41860.25,2020,Department of Human Services,CENTRAL MINN ANESTHESIA
7103617.67,2020,Department of Human Services,CENTRAL MINN COUNCIL ON AGING
37874,2020,Department of Human Services,CENTRAL MINN EMERGENCY MEDICAL SERVICES
17167.03,2020,Department of Human Services,CENTRAL MINN FOOT & ANKLE
23140,2020,Department of Human Services,CENTRAL MINN JOBS & TRAINING
9559,2020,Department of Human Services,CENTRAL MINN LEGAL SERVICES
53013.52,2020,Department of Human Services,CENTRAL MINN PED DENTISTS PA
18171.49,2020,Department of Human Services,CENTRAL MINN RETINA
1512343.77,2020,Department of Human Services,CENTRAL MINN SENIOR CARE
26073.89,2020,Department of Human Services,CENTRAL MINNESOTA REGIONAL DIALYSIS
3521.26,2020,Department of Human Services,CENTRAL MN CHILD ADVOCACY CENTER
157562.73,2020,Department of Human Services,CENTRAL PEDIATRICS PA
36589.53,2020,Department of Human Services,CENTRAL REGIONAL PATHOLOGY LAB
15131,2020,Department of Human Services,CENTRAL ROOFING CO
2611306.6,2020,Department of Human Services,CENTRAL TODD COUNTY CARE
474.3,2020,Department of Human Services,CENTRASOTA DENTAL PLLC
48101.46,2020,Department of Human Services,CENTRE CLEANING SOLUTIONS INC
39077.14,2020,Department of Human Services,CENTRE FOR AFRICAN IMMIGRANTS
497448.3,2020,Department of Human Services,CENTREX REHAB
30253.1,2020,Department of Human Services,CENTRIA HEALTHCARE LLC
140024.27,2020,Department of Human Services,CENTRIC HEALTHCARE LLC
270,2020,Department of Human Services,CENTRICITY CREDIT UNION
24626.83,2020,Department of Human Services,CENTRO TYRONE GUZMAN
1581.74,2020,Department of Human Services,CENTURY LINK PHOENIX
48.47,2020,Department of Human Services,CENTURYLINK
3000,2020,Department of Human Services,CERENITY MARIAN OF ST PAUL
3351214.58,2020,Department of Human Services,CERENITY MARIAN OF ST PAUL LLC
81999.51,2020,Department of Human Services,CERENITY SENIOR CARE OF
453940.04,2020,Department of Human Services,CERESOTA FUNDING II
7080.41,2020,Department of Human Services,CERTIFIED ANESTHESIA CARE INC
695,2020,Department of Human Services,CERTIFIED FRAUD EXAMINERS
1557.69,2020,Department of Human Services,CERTIFIED MED EVALUATIONS PA
0.01,2020,Department of Human Services,CERTIPORT
540383.81,2020,Department of Human Services,CG CARE CENTER LLC
858621.45,2020,Department of Human Services,CGI TECHNOLOGIES & SOLUTIONS INC
12071.77,2020,Department of Human Services,CHABAD ACADEMY INC
277.44,2020,Department of Human Services,CHABAD OF DULUTH MN
87687.5,2020,Department of Human Services,CHAD MILLER CONSTRUCTION INC
190,2020,Department of Human Services,CHAMBER OF COMMERCE          A
700,2020,Department of Human Services,CHAMBER OF COMMERCE          F
3313,2020,Department of Human Services,CHAMBER OF COMMERCE          S
485.1,2020,Department of Human Services,CHAMBERLIN AUSTIN RITA
1228.95,2020,Department of Human Services,CHAMPLIN CITY OF             T
274905.5,2020,Department of Human Services,CHANDLER PLACE
180.88,2020,Department of Human Services,CHANG MAI
189291.04,2020,Department of Human Services,CHANGE HEALTHCARE PHARMACY SOLUTIONS INC
152750,2020,Department of Human Services,CHANGE HEALTHCARE SOLUTIONS LLC
925541.2,2020,Department of Human Services,CHANGE INC
3108.44,2020,Department of Human Services,CHANGE PARTNERSHIP LLC
400,2020,Department of Human Services,CHANGE THE OUTCOME
2251.12,2020,Department of Human Services,CHANGES COUNSELING & WELLNESS CENTER
200,2020,Department of Human Services,CHANGING GAITS INC
27.74,2020,Department of Human Services,CHANHASSEN HEALTH & WELLNESS CENTER
279790.82,2020,Department of Human Services,CHANNEL ONE INC
211757.27,2020,Department of Human Services,CHAO MOUA ADULT FOSTER CARE
11500,2020,Department of Human Services,CHARLENES HIRED MAN LLC
182.9,2020,Department of Human Services,CHARLINE BENGTSON LLC
60225.72,2020,Department of Human Services,CHARM HOME CARE LLC
128755.67,2020,Department of Human Services,CHASE COURAGEOUS HEALTH SERVICES
4774.85,2020,Department of Human Services,CHASTEK JAMES DR
5649.93,2020,Department of Human Services,CHATFIELD CITY OF            T
365.4,2020,Department of Human Services,CHAVERS CATHERINE
93058.03,2020,Department of Human Services,CHEPSTON HOME HEALTHCARE LLC
4469424.71,2020,Department of Human Services,CHERISH LLC
2476,2020,Department of Human Services,CHEROKEE PARK UNITED CHURCH
21629.09,2020,Department of Human Services,CHERRY HILL BEHAVIORAL HEALTH PA
705596.53,2020,Department of Human Services,CHERRYWOOD OF BIG LAKE 177
21267.02,2020,Department of Human Services,CHESTNUT GROVE INC
54232.97,2020,Department of Human Services,CHESTNUT GROVE NORTH
897284.12,2020,Department of Human Services,CHEVS PLACE LLC
711861.74,2020,Department of Human Services,CHEZ NOUS INC
1213321.42,2020,Department of Human Services,CHEZ VOUS HOME CARE LLC
448188.95,2020,Department of Human Services,CHI HEALTH CONNECT AT HOME FARGO
35,2020,Department of Human Services,CHI ST JOSEPHS FOUNDATION
1759296.15,2020,Department of Human Services,CHI ST JOSEPHS HEALTH
4221.08,2020,Department of Human Services,CHICAGO UNIV OF              P
24940.39,2020,Department of Human Services,CHICOS BOARD & LODGE
11296.06,2020,Department of Human Services,CHILD & FAMILY SPECIALTY CLC
181978.56,2020,Department of Human Services,CHILD & TEEN MEDICAL CENTER
475,2020,Department of Human Services,CHILD CARE AWARE OF AMERICA
44865682.62,2020,Department of Human Services,CHILD CARE AWARE OF MINNESOTA
1723731.94,2020,Department of Human Services,CHILD CARE RESOURCE & REFERRAL
12980,2020,Department of Human Services,CHILD TRENDS INC
709.45,2020,Department of Human Services,CHILDRENS DAY MONTESSORI INC
40695.33,2020,Department of Human Services,CHILDRENS DEFENSE FUND
25293.33,2020,Department of Human Services,CHILDRENS DENTAL HEALTH SERVICES
327531.89,2020,Department of Human Services,CHILDRENS DENTAL SERVICES
1110168.37,2020,Department of Human Services,CHILDRENS HEALTH CARE
56287706.45,2020,Department of Human Services,CHILDRENS HEALTH CARE MINNETKA
6579296.71,2020,Department of Human Services,CHILDRENS HEALTH CARE MPLS
115119.88,2020,Department of Human Services,CHILDRENS HEALTH CARE SERVICES
100,2020,Department of Human Services,CHILDRENS HEALTH NETWORK
1215447.31,2020,Department of Human Services,CHILDRENS HOME SOCIETY &
26941.03,2020,Department of Human Services,CHILDRENS HOSPITAL MED CENTER
602898.65,2020,Department of Human Services,CHILDRENS MENTAL HEALTH
769026.1,2020,Department of Human Services,CHILDRENS RESPIRATORY &
348114.92,2020,Department of Human Services,CHILDRENS THERAPY CENTER
3263.07,2020,Department of Human Services,CHILDRENS THERAPY SPECIALISTS
196560.44,2020,Department of Human Services,CHILDRENS THERAPY WORKS INC
1536.5,2020,Department of Human Services,CHILDRENS WORKSHOP MONTESSORI
2483.08,2020,Department of Human Services,CHINESE ACUPUNCTURE & HERB
2125,2020,Department of Human Services,CHINESE SOCIAL SERVICE CENTER
3705459.08,2020,Department of Human Services,CHIPPEWA COUNTY
552346.17,2020,Department of Human Services,CHIPPEWA ENTERPRISES
2549.48,2020,Department of Human Services,CHIROPRACTIC HEALTH CENTER   D
219.37,2020,Department of Human Services,CHIROPRACTIC HEALTH CENTER   L
23.12,2020,Department of Human Services,CHIROPRACTIC IN MOTION
2867.81,2020,Department of Human Services,CHIROPRACTIC PERFORMANCE CTR
2139.01,2020,Department of Human Services,CHIROPRACTIC SPECIALISTS
5335831.06,2020,Department of Human Services,CHISAGO COUNTY AUDITOR-TREASURER
46,2020,Department of Human Services,CHISAGO COUNTY ENVIRONMENTAL SVCS DEPT
1342394.23,2020,Department of Human Services,CHISAGO COUNTY HUMAN SERVICES
322,2020,Department of Human Services,CHISAGO COUNTY RECORDER
1403122.52,2020,Department of Human Services,CHISAGO LAKES ACHIEVEMENT CTR
9086.47,2020,Department of Human Services,CHISHOLM AMBULANCE SERVICE
3108927.04,2020,Department of Human Services,CHISHOLM HEALTH CENTER
102.51,2020,Department of Human Services,CHIZEK DOROTHY
45,2020,Department of Human Services,CHOICE FINANCIAL GROUP
899475.1,2020,Department of Human Services,CHOICE HOME HEALTH CARE SVCS
2522761.44,2020,Department of Human Services,CHOICE INC
408836.91,2020,Department of Human Services,CHOICE THERAPY PA
2573531.82,2020,Department of Human Services,CHOICE UNLIMITED
1636612.47,2020,Department of Human Services,CHOICES BY DESIGN LLC
981276.2,2020,Department of Human Services,CHOICES HOME CARE INC
53206.27,2020,Department of Human Services,CHOICES PSYCHOTHERAPY LTD
2130698.86,2020,Department of Human Services,CHOSEN VALLEY CARE CENTER INC
1571951.81,2020,Department of Human Services,CHRESTOMATHY CENTER
1471925.51,2020,Department of Human Services,CHRESTOMATHY II
1072996.99,2020,Department of Human Services,CHRESTOMATHY OF DAKOTA COUNTY
25700,2020,Department of Human Services,CHRIS MAUZY
1398.22,2020,Department of Human Services,CHRISTENSEN AMY L
300,2020,Department of Human Services,CHRISTENSEN RAYMOND G
179138.95,2020,Department of Human Services,CHRISTIAN FAMILY COUNSELING
104223.82,2020,Department of Human Services,CHRISTIAN FAMILY SOLUTIONS
42.38,2020,Department of Human Services,CHRISTINE A SHAMAN LLC
10642.71,2020,Department of Human Services,CHRISTINE PROFESSIONAL HEALTH
1202.48,2020,Department of Human Services,CHRISTY ANDERSON JACOB
10352.36,2020,Department of Human Services,CHRONIC PAIN MGMT
1422413.75,2020,Department of Human Services,CHRYSALIS INC
267.54,2020,Department of Human Services,CHS ROCHESTER
4221.38,2020,Department of Human Services,CHU LASER EYE INSTITUTE PA
293.36,2020,Department of Human Services,CHUKUSKE SAMANTHA
7590,2020,Department of Human Services,CHURCH OF ST BRENDAN
248409.35,2020,Department of Human Services,CHURCHES UNITED FOR HOMELESS
180000,2020,Department of Human Services,CHURCHES UNITED IN MINISTRY
209625.33,2020,Department of Human Services,CIRCLE DRIVE MANOR
18359172.12,2020,Department of Human Services,CIRCLE OF LIFE HOME CARE ANISHINAABE
19894.76,2020,Department of Human Services,CITIES CARE LLC
15,2020,Department of Human Services,CITIES CREDIT UNION
30,2020,Department of Human Services,CITIZEN COMMUNITY FEDERAL BANK
30,2020,Department of Human Services,CITIZENS ALLIANCE BANK       C
15,2020,Department of Human Services,CITIZENS BANK NEW ULM
15,2020,Department of Human Services,CITIZENS INDEPENDENT BANK
30,2020,Department of Human Services,CITIZENS NATL BANK PARK RAPIDS
45,2020,Department of Human Services,CITIZENS STATE BANK          R
430,2020,Department of Human Services,CITIZENS STATE BANK          T
60,2020,Department of Human Services,CITIZENS STATE BANK          W
600,2020,Department of Human Services,CITIZENS STATE BANK OF HAYFIELD
45,2020,Department of Human Services,CITY & COUNTY CREDIT UNION
615,2020,Department of Human Services,CITY & COUNTY EMPLOYEES CREDIT
2092.57,2020,Department of Human Services,CITY & LAKES DISPOSAL INC
10589.18,2020,Department of Human Services,CITY OF COKATO
5539.25,2020,Department of Human Services,CITY OF MONTGOMERY GENERAL
3336.75,2020,Department of Human Services,CITY OF PINE CITY
51627.82,2020,Department of Human Services,CITY OF ROCHESTER - ROCHESTER PUBLIC
61.6,2020,Department of Human Services,CITY PAGES
1291.5,2020,Department of Human Services,CJALBRECHT LLC
37881.69,2020,Department of Human Services,CJS BRAY HOUSE LLC
34326.81,2020,Department of Human Services,CJS HOUSE
3514781.31,2020,Department of Human Services,CK HOME HEALTH CARE INC
27406.07,2020,Department of Human Services,CLADDAGH SENIOR LIVING LLC
1371478.13,2020,Department of Human Services,CLARA CITY CARE CENTER
5127.64,2020,Department of Human Services,CLARA CITY CITY OF
184349,2020,Department of Human Services,CLARE APARTMENTS
2431377.99,2020,Department of Human Services,CLARE HOUSING
520.73,2020,Department of Human Services,CLAREYS SAFETY EQUIPMENT
1200.86,2020,Department of Human Services,CLARIS EYE CARE & SURGERY
448.59,2020,Department of Human Services,CLARK BETTY
945.56,2020,Department of Human Services,CLARK JAY A
200,2020,Department of Human Services,CLARK JOHN LEE
5697872.14,2020,Department of Human Services,CLARK LAKE HOMES INC
1115010,2020,Department of Human Services,CLARKFIELD CARE CENTER
4073.6,2020,Department of Human Services,CLARUS DERMATOLOGY PA
3690,2020,Department of Human Services,CLARY BUSINESS MACHINES CO
5000,2020,Department of Human Services,CLARY EMILY JULIA
732159.29,2020,Department of Human Services,CLASSIC OPTICAL LAB INC
146.36,2020,Department of Human Services,CLAUSEN LARRY S
12391364.8,2020,Department of Human Services,CLAY COUNTY
11859.64,2020,Department of Human Services,CLAY COUNTY SHERIFFS OFFICE
5021168.4,2020,Department of Human Services,CLAY WILKIN COMM HEALTH
495,2020,Department of Human Services,CLEAN TEAM SERVICES LLC THE
7315.36,2020,Department of Human Services,CLEANHARBORS ENVIRONMENTAL
1190,2020,Department of Human Services,CLEAR
6894.14,2020,Department of Human Services,CLEAR CHOICE HOME CARE LLC
22963.89,2020,Department of Human Services,CLEAR WATERS LIFE CENTER
216.75,2020,Department of Human Services,CLEARVIEW EYE CLINIC
1640806.36,2020,Department of Human Services,CLEARWATER COUNTY
46,2020,Department of Human Services,CLEARWATER COUNTY COUNTY RECORDER
317851.45,2020,Department of Human Services,CLEARWATER DAC INC
1191.5,2020,Department of Human Services,CLERK OF CIRCUIT COURTS      C
3411710.69,2020,Department of Human Services,CLIENT COMM SERVICES INC
2977.79,2020,Department of Human Services,CLIMATE MAKERS INC
9881.32,2020,Department of Human Services,CLINICAL & FORENSIC PSYCHOLOGY
360,2020,Department of Human Services,CLINICAL LAB IMPROVEMENT
620182.2,2020,Department of Human Services,CLINIQUE HEALTH CARE SERVICES
133618.52,2020,Department of Human Services,CLOQUET AREA FIRE DISTRICT
144.27,2020,Department of Human Services,CLOQUET CITY POLICE DEPT
151.34,2020,Department of Human Services,CLOQUET CITY TREASURER
5349136.63,2020,Department of Human Services,CLOQUET COMMUNITY MEMORIAL
229.49,2020,Department of Human Services,CLOQUET SANITARY SERVICE INC
53611.65,2020,Department of Human Services,CLOUTIER KYLE
148326.28,2020,Department of Human Services,CLUB RECOVERY LLC
116029.7,2020,Department of Human Services,CLUBB HOUSE THE
5897,2020,Department of Human Services,COACHDIVERSITY INSTITUTE
798,2020,Department of Human Services,COALITION TO TRANSFORM ADVANCED CARE
1893438.41,2020,Department of Human Services,COBBO INC
4445336.96,2020,Department of Human Services,COBORNS INC ST CLOUD    CENTENNIAL PLAZA
117401.35,2020,Department of Human Services,COCHLEAR AMERICAS
1476344.8,2020,Department of Human Services,COCHRAN RECOVERY SERVICES INC
600,2020,Department of Human Services,COGEL
826.57,2020,Department of Human Services,COHEN MARC AARON
339298.83,2020,Department of Human Services,COHERENT HOME HEALTH CARE LLC
7704.93,2020,Department of Human Services,COKATO EYE CENTER
2848056.65,2020,Department of Human Services,COKATO MANOR
110509.26,2020,Department of Human Services,COKATO MANOR HOME HEALTH
1986.22,2020,Department of Human Services,COLD SPRING EYE CLINIC
1400,2020,Department of Human Services,COLDSPRING CENTER FOR SOCIAL & HEALTH
147607.37,2020,Department of Human Services,COLE PAPERS INC              G
1113.6,2020,Department of Human Services,COLEMAN MEGHAN
613500,2020,Department of Human Services,COLLABORATIVE SAFETY LLC
73573.93,2020,Department of Human Services,COLLEENS CARING HANDS INC
26089.1,2020,Department of Human Services,COLLEGE PREP ELEMENTARY
6319527.23,2020,Department of Human Services,COLLIER IT
40020.87,2020,Department of Human Services,COLON & RECTAL SURGERY ASSOC
185651.67,2020,Department of Human Services,COLONY COURT
4950,2020,Department of Human Services,COLORADO SEMINARY
1823.09,2020,Department of Human Services,COLOSSAL CAFE ST PAUL LLC
45817.06,2020,Department of Human Services,COLUMBUS ORGANIZATION THE
767,2020,Department of Human Services,COMCAST
797.37,2020,Department of Human Services,COMCAST CABLE COMMUNICATIONS
62929.09,2020,Department of Human Services,COMFORT ADULT DAYCARE LLC
297239.36,2020,Department of Human Services,COMFORT AT HOME LLC
